decision_id,task_id,final_decision,primary_agent,supporting_agents,tools_used,confidence_score,risk_score,governance_status,approval_status,decision_reason,evidence,reversible_flag,recommended_next_action,created_at
decision_00108,task_00108,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 01:48:00
decision_00109,task_00109,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 01:49:00
decision_00110,task_00110,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 01:50:00
decision_00111,task_00111,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 01:51:00
decision_00112,task_00112,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 01:52:00
decision_00113,task_00113,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 01:53:00
decision_00114,task_00114,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 01:54:00
decision_00115,task_00115,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 01:55:00
decision_00116,task_00116,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 01:56:00
decision_00117,task_00117,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 01:57:00
decision_00118,task_00118,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 01:58:00
decision_00119,task_00119,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 01:59:00
decision_00120,task_00120,require_human_approval,executive_agent,governance_agent,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:00:00
decision_00121,task_00121,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:01:00
decision_00122,task_00122,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:02:00
decision_00123,task_00123,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:03:00
decision_00124,task_00124,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 02:04:00
decision_00125,task_00125,require_human_approval,healthcare_ops_agent,governance_agent,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:05:00
decision_00126,task_00126,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 02:06:00
decision_00127,task_00127,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 02:07:00
decision_00128,task_00128,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 02:08:00
decision_00129,task_00129,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:09:00
decision_00130,task_00130,require_human_approval,governance_agent,governance_agent,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:10:00
decision_00131,task_00131,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 02:11:00
decision_00132,task_00132,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:12:00
decision_00133,task_00133,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:13:00
decision_00134,task_00134,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 02:14:00
decision_00135,task_00135,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:15:00
decision_00136,task_00136,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:16:00
decision_00137,task_00137,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 02:17:00
